species,plant_date,plant_type,dbh,plot_size
Pistacia chinensis :: Chinese Pistache,2007-03-07 00:00:00.000000 UTC,Tree,6,3x3
Pittosporum undulatum :: Victorian Box,2002-02-10 00:00:00.000000 UTC,Tree,6,3x3
Pittosporum undulatum :: Victorian Box,1994-02-01 00:00:00.000000 UTC,Tree,6,3x3
Pittosporum undulatum :: Victorian Box,1995-02-09 00:00:00.000000 UTC,Tree,6,3x3
Pittosporum undulatum :: Victorian Box,1992-05-14 00:00:00.000000 UTC,Tree,6,3x3
Aesculus x carnea :: Red Horse Chestnut,1990-05-07 00:00:00.000000 UTC,Tree,6,3x3
Corymbia ficifolia :: Red Flowering Gum,1997-06-13 00:00:00.000000 UTC,Tree,6,3x3
Corymbia ficifolia :: Red Flowering Gum,1997-06-13 00:00:00.000000 UTC,Tree,6,3x3
Corymbia ficifolia :: Red Flowering Gum,1998-02-18 00:00:00.000000 UTC,Tree,6,3x3
Magnolia grandiflora :: Southern Magnolia,1996-10-28 00:00:00.000000 UTC,Tree,6,3x3
Magnolia grandiflora :: Southern Magnolia,2006-03-10 00:00:00.000000 UTC,Tree,6,3x3
Magnolia grandiflora :: Southern Magnolia,2006-03-15 00:00:00.000000 UTC,Tree,6,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2007-01-12 00:00:00.000000 UTC,Tree,6,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-12-28 00:00:00.000000 UTC,Tree,6,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-12-28 00:00:00.000000 UTC,Tree,6,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-12-28 00:00:00.000000 UTC,Tree,6,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-12-28 00:00:00.000000 UTC,Tree,6,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-12-28 00:00:00.000000 UTC,Tree,6,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,1998-04-16 00:00:00.000000 UTC,Tree,6,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2007-07-04 00:00:00.000000 UTC,Tree,6,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2007-03-10 00:00:00.000000 UTC,Tree,6,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-02-18 00:00:00.000000 UTC,Tree,6,3x3
Fraxinus oxycarpa 'Raywood' :: Raywood Ash,2005-12-27 00:00:00.000000 UTC,Tree,6,3x3
Fraxinus oxycarpa 'Raywood' :: Raywood Ash,2005-12-27 00:00:00.000000 UTC,Tree,6,3x3
Fraxinus oxycarpa 'Raywood' :: Raywood Ash,2005-12-27 00:00:00.000000 UTC,Tree,6,3x3
Fraxinus oxycarpa 'Raywood' :: Raywood Ash,2005-12-27 00:00:00.000000 UTC,Tree,6,3x3
Fraxinus oxycarpa 'Raywood' :: Raywood Ash,2005-12-27 00:00:00.000000 UTC,Tree,6,3x3
Fraxinus oxycarpa 'Raywood' :: Raywood Ash,2005-12-27 00:00:00.000000 UTC,Tree,6,3x3
Fraxinus oxycarpa 'Raywood' :: Raywood Ash,2005-12-27 00:00:00.000000 UTC,Tree,6,3x3
Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo,1997-05-20 00:00:00.000000 UTC,Tree,6,3x3
Callistemon viminalis :: Weeping Bottlebrush,1999-08-10 00:00:00.000000 UTC,Tree,6,3x3
Ginkgo biloba 'Saratoga' :: Ginkgo: Saratoga,1999-02-28 00:00:00.000000 UTC,Tree,6,3x3
Prunus domestica 'Mariposa' :: Mariposa Plum,1992-05-21 00:00:00.000000 UTC,Tree,6,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,1992-05-11 00:00:00.000000 UTC,Tree,6,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,1992-06-10 00:00:00.000000 UTC,Tree,6,3x3
Platanus x hispanica :: Sycamore: London Plane,2007-06-29 00:00:00.000000 UTC,Tree,6,3x3
Platanus x hispanica :: Sycamore: London Plane,2004-03-29 00:00:00.000000 UTC,Tree,6,3x3
Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2007-05-07 00:00:00.000000 UTC,Tree,6,3x3
Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2007-05-21 00:00:00.000000 UTC,Tree,6,3x3
Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2007-05-22 00:00:00.000000 UTC,Tree,6,3x3
Acacia baileyana 'Purpurea' :: Purple-leaf Acacia,1998-02-04 00:00:00.000000 UTC,Tree,6,3x3
Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2004-02-21 00:00:00.000000 UTC,Tree,6,3x3
Prunus cerasifera 'Atropurpurea' :: Purple-Leaf Plum,1997-10-31 00:00:00.000000 UTC,Tree,6,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2000-10-05 00:00:00.000000 UTC,Tree,6,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1999-03-16 00:00:00.000000 UTC,Tree,6,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2003-02-25 00:00:00.000000 UTC,Tree,6,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1996-04-19 00:00:00.000000 UTC,Tree,6,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,1993-06-19 00:00:00.000000 UTC,Tree,6,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,1993-06-19 00:00:00.000000 UTC,Tree,6,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,1995-03-03 00:00:00.000000 UTC,Tree,6,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,6,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,6,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,6,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,6,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,6,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,6,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,6,3x3
Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,2007-03-21 00:00:00.000000 UTC,Tree,6,3x3
Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,2007-04-30 00:00:00.000000 UTC,Tree,6,3x3
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2006-08-19 00:00:00.000000 UTC,Tree,6,3x3
Maytenus boaria :: Mayten,1997-02-06 00:00:00.000000 UTC,Tree,7,3x3
Arbutus unedo :: Strawberry Tree,2006-12-28 00:00:00.000000 UTC,Tree,7,3x3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,7,3x3
Lophostemon confertus :: Brisbane Box,1995-10-20 00:00:00.000000 UTC,Tree,7,3x3
Lophostemon confertus :: Brisbane Box,2008-01-23 00:00:00.000000 UTC,Tree,7,3x3
Tristaniopsis laurina :: Swamp Myrtle,1997-06-26 00:00:00.000000 UTC,Tree,7,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-23 00:00:00.000000 UTC,Tree,7,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2007-01-19 00:00:00.000000 UTC,Tree,7,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,7,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,7,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,7,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,7,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,7,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,7,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,7,3x3
Maytenus boaria :: Mayten,1990-05-04 00:00:00.000000 UTC,Tree,8,3x3
Olea europaea :: Olive Tree,2016-05-23 00:00:00.000000 UTC,Tree,8,3x3
Ulmus parvifolia :: Chinese Elm,2007-05-21 00:00:00.000000 UTC,Tree,8,3x3
Melaleuca quinquenervia :: Cajeput,2007-02-23 00:00:00.000000 UTC,Tree,8,3x3
Melaleuca quinquenervia :: Cajeput,2008-02-21 00:00:00.000000 UTC,Tree,8,3x3
Melaleuca quinquenervia :: Cajeput,2004-01-01 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,1997-03-07 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,1995-07-25 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2003-02-05 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2006-08-19 00:00:00.000000 UTC,Tree,8,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,8,3x3
Tristaniopsis laurina :: Swamp Myrtle,1997-12-19 00:00:00.000000 UTC,Tree,8,3x3
Tristaniopsis laurina :: Swamp Myrtle,1997-12-31 00:00:00.000000 UTC,Tree,8,3x3
Tristaniopsis laurina :: Swamp Myrtle,1995-11-17 00:00:00.000000 UTC,Tree,8,3x3
Magnolia grandiflora :: Southern Magnolia,2001-01-01 00:00:00.000000 UTC,Tree,8,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2007-01-19 00:00:00.000000 UTC,Tree,8,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2007-01-22 00:00:00.000000 UTC,Tree,8,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-12-28 00:00:00.000000 UTC,Tree,8,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-12-28 00:00:00.000000 UTC,Tree,8,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-12-28 00:00:00.000000 UTC,Tree,8,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,8,3x3
Liquidambar styraciflua :: American Sweet Gum,1992-05-12 00:00:00.000000 UTC,Tree,8,3x3
Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2007-05-21 00:00:00.000000 UTC,Tree,8,3x3
Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2007-05-04 00:00:00.000000 UTC,Tree,8,3x3
Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2007-05-04 00:00:00.000000 UTC,Tree,8,3x3
Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2007-05-04 00:00:00.000000 UTC,Tree,8,3x3
Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2007-05-21 00:00:00.000000 UTC,Tree,8,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2001-08-23 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,8,3x3
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2015-06-03 00:00:00.000000 UTC,Tree,8,3x3
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2001-04-19 00:00:00.000000 UTC,Tree,8,3x3
Tristania conferta ::,2000-11-13 00:00:00.000000 UTC,Tree,9,3x3
Acacia melanoxylon :: Blackwood Acacia,2002-01-08 00:00:00.000000 UTC,Tree,9,3x3
Callistemon citrinus :: Lemon Bottlebrush,1992-06-06 00:00:00.000000 UTC,Tree,9,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-03-19 00:00:00.000000 UTC,Tree,9,3x3
Platanus x hispanica :: Sycamore: London Plane,2004-01-10 00:00:00.000000 UTC,Tree,9,3x3
Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2007-05-04 00:00:00.000000 UTC,Tree,9,3x3
Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,2013-05-16 00:00:00.000000 UTC,Tree,9,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2005-09-12 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,9,3x3
Tristania conferta ::,2006-02-28 00:00:00.000000 UTC,Tree,10,3x3
Maytenus boaria :: Mayten,1992-11-19 00:00:00.000000 UTC,Tree,10,3x3
Juniperus chinensis :: Juniper,1997-04-22 00:00:00.000000 UTC,Tree,10,3x3
Pyrus kawakamii :: Evergreen Pear,2011-12-22 00:00:00.000000 UTC,Tree,10,3x3
Melaleuca quinquenervia :: Cajeput,2000-02-03 00:00:00.000000 UTC,Tree,10,3x3
Lophostemon confertus :: Brisbane Box,1997-03-07 00:00:00.000000 UTC,Tree,10,3x3
Lophostemon confertus :: Brisbane Box,1994-03-01 00:00:00.000000 UTC,Tree,10,3x3
Lophostemon confertus :: Brisbane Box,1992-01-17 00:00:00.000000 UTC,Tree,10,3x3
Lophostemon confertus :: Brisbane Box,1997-02-05 00:00:00.000000 UTC,Tree,10,3x3
Lophostemon confertus :: Brisbane Box,1999-06-03 00:00:00.000000 UTC,Tree,10,3x3
Pittosporum undulatum :: Victorian Box,2005-02-26 00:00:00.000000 UTC,Tree,10,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-12-28 00:00:00.000000 UTC,Tree,10,3x3
Platanus x hispanica :: Sycamore: London Plane,1993-02-03 00:00:00.000000 UTC,Tree,10,3x3
Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2007-03-07 00:00:00.000000 UTC,Tree,10,3x3
Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2007-03-07 00:00:00.000000 UTC,Tree,10,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2006-10-21 00:00:00.000000 UTC,Tree,10,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2004-01-21 00:00:00.000000 UTC,Tree,10,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,10,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,10,3x3
Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2007-03-01 00:00:00.000000 UTC,Tree,10,3x3
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1996-05-06 00:00:00.000000 UTC,Tree,10,3x3
Tristania conferta ::,2008-02-21 00:00:00.000000 UTC,Tree,12,3x3
Ceratonia siliqua :: Carob,1998-01-22 00:00:00.000000 UTC,Tree,12,3x3
Ficus nitida :: Laurel Fig,2008-09-30 00:00:00.000000 UTC,Tree,12,3x3
Juniperus chinensis :: Juniper,1997-04-22 00:00:00.000000 UTC,Tree,12,3x3
Ulmus parvifolia :: Chinese Elm,2008-02-20 00:00:00.000000 UTC,Tree,12,3x3
Ulmus parvifolia :: Chinese Elm,2008-02-20 00:00:00.000000 UTC,Tree,12,3x3
Ulmus parvifolia :: Chinese Elm,2007-12-18 00:00:00.000000 UTC,Tree,12,3x3
Ginkgo biloba :: Maidenhair Tree,1997-03-18 00:00:00.000000 UTC,Tree,12,3x3
Ficus retusa nitida :: Banyan Fig,1989-09-13 00:00:00.000000 UTC,Tree,12,3x3
Acacia longifolia :: Golden Wattle,2003-07-04 00:00:00.000000 UTC,Tree,12,3x3
Ficus microcarpa :: Chinese Banyan,2015-07-30 00:00:00.000000 UTC,Tree,12,3x3
Ligustrum lucidum :: Glossy Privet,1992-12-29 00:00:00.000000 UTC,Tree,12,3x3
Melaleuca quinquenervia :: Cajeput,1993-06-01 00:00:00.000000 UTC,Tree,12,3x3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,12,3x3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,12,3x3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,12,3x3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,12,3x3
Melaleuca quinquenervia :: Cajeput,2016-03-24 00:00:00.000000 UTC,Tree,12,3x3
Melaleuca quinquenervia :: Cajeput,2000-04-26 00:00:00.000000 UTC,Tree,12,3x3
Eriobotrya deflexa :: Bronze Loquat,1998-01-09 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,1995-06-24 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,1998-07-08 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,1998-07-08 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,1995-01-31 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,2005-11-19 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,1990-05-01 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,2008-01-18 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,2013-12-01 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,2011-02-08 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,2011-02-08 00:00:00.000000 UTC,Tree,12,3x3
Lophostemon confertus :: Brisbane Box,2011-02-08 00:00:00.000000 UTC,Tree,12,3x3
Tristaniopsis laurina :: Swamp Myrtle,1990-01-01 00:00:00.000000 UTC,Tree,12,3x3
Tristaniopsis laurina :: Swamp Myrtle,1998-02-10 00:00:00.000000 UTC,Tree,12,3x3
Acacia melanoxylon :: Blackwood Acacia,1990-11-29 00:00:00.000000 UTC,Tree,12,3x3
Acacia melanoxylon :: Blackwood Acacia,1990-11-29 00:00:00.000000 UTC,Tree,12,3x3
Acacia melanoxylon :: Blackwood Acacia,2001-02-15 00:00:00.000000 UTC,Tree,12,3x3
Acacia melanoxylon :: Blackwood Acacia,2016-08-11 00:00:00.000000 UTC,Tree,12,3x3
Acacia melanoxylon :: Blackwood Acacia,2016-08-11 00:00:00.000000 UTC,Tree,12,3x3
Pittosporum undulatum :: Victorian Box,2006-07-04 00:00:00.000000 UTC,Tree,12,3x3
Trachycarpus fortunei :: Windmill Palm,1992-09-23 00:00:00.000000 UTC,Tree,12,3x3
Corymbia ficifolia :: Red Flowering Gum,2008-02-21 00:00:00.000000 UTC,Tree,12,3x3
Corymbia ficifolia :: Red Flowering Gum,1992-06-04 00:00:00.000000 UTC,Tree,12,3x3
Corymbia ficifolia :: Red Flowering Gum,1995-06-29 00:00:00.000000 UTC,Tree,12,3x3
Washingtonia robusta :: Mexican Fan Palm,2003-04-01 00:00:00.000000 UTC,Tree,12,3x3
Washingtonia robusta :: Mexican Fan Palm,2012-05-28 00:00:00.000000 UTC,Tree,12,3x3
Washingtonia robusta :: Mexican Fan Palm,2003-04-01 00:00:00.000000 UTC,Tree,12,3x3
Washingtonia robusta :: Mexican Fan Palm,2003-04-01 00:00:00.000000 UTC,Tree,12,3x3
Washingtonia robusta :: Mexican Fan Palm,2006-01-01 00:00:00.000000 UTC,Tree,12,3x3
Washingtonia robusta :: Mexican Fan Palm,2013-03-04 00:00:00.000000 UTC,Tree,12,3x3
Washingtonia robusta :: Mexican Fan Palm,2003-08-08 00:00:00.000000 UTC,Tree,12,3x3
Washingtonia robusta :: Mexican Fan Palm,1992-09-23 00:00:00.000000 UTC,Tree,12,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2007-01-12 00:00:00.000000 UTC,Tree,12,3x3
Laurus nobilis :: Sweet Bay: Grecian Laurel,2015-01-29 11:31:00.000000 UTC,Tree,12,3x3
Prunus domestica 'Mariposa' :: Mariposa Plum,1988-07-22 00:00:00.000000 UTC,Tree,12,3x3
Schinus terebinthifolius :: Brazilian Pepper,2009-07-23 00:00:00.000000 UTC,Tree,12,3x3
Schinus terebinthifolius :: Brazilian Pepper,2008-08-02 00:00:00.000000 UTC,Tree,12,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2008-03-23 00:00:00.000000 UTC,Tree,12,3x3
Platanus x hispanica :: Sycamore: London Plane,2013-05-16 00:00:00.000000 UTC,Tree,12,3x3
Platanus x hispanica :: Sycamore: London Plane,2016-06-22 00:00:00.000000 UTC,Tree,12,3x3
Acacia baileyana 'Purpurea' :: Purple-leaf Acacia,1990-03-29 00:00:00.000000 UTC,Tree,12,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2003-03-20 00:00:00.000000 UTC,Tree,12,3x3
Eucalyptus nicholii :: Nichol's Willow-Leafed Peppermint,1991-11-02 00:00:00.000000 UTC,Tree,12,3x3
Eucalyptus nicholii :: Nichol's Willow-Leafed Peppermint,1991-12-27 00:00:00.000000 UTC,Tree,12,3x3
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2006-03-06 00:00:00.000000 UTC,Tree,12,3x3
Ulmus parvifolia :: Chinese Elm,1992-12-21 00:00:00.000000 UTC,Tree,13,3x3
Lophostemon confertus :: Brisbane Box,1994-02-23 00:00:00.000000 UTC,Tree,13,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,1994-06-25 00:00:00.000000 UTC,Tree,13,3x3
Platanus x hispanica :: Sycamore: London Plane,1995-04-28 00:00:00.000000 UTC,Tree,13,3x3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,14,3x3
Lophostemon confertus :: Brisbane Box,1994-05-01 00:00:00.000000 UTC,Tree,14,3x3
Ficus retusa nitida :: Banyan Fig,2007-06-29 00:00:00.000000 UTC,Tree,15,3x3
Lophostemon confertus :: Brisbane Box,1990-12-20 00:00:00.000000 UTC,Tree,15,3x3
Washingtonia robusta :: Mexican Fan Palm,2003-04-01 00:00:00.000000 UTC,Tree,15,3x3
Washingtonia robusta :: Mexican Fan Palm,2003-04-01 00:00:00.000000 UTC,Tree,15,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,1992-06-11 00:00:00.000000 UTC,Tree,15,3x3
Maytenus boaria :: Mayten,1993-02-12 00:00:00.000000 UTC,Tree,16,3x3
