species,plant_date,plant_type,dbh,plot_size
Yucca gloriosa :: Spanish Dagger,1996-11-01 00:00:00.000000 UTC,Tree,12,3x8
Ficus retusa nitida :: Banyan Fig,1990-03-21 00:00:00.000000 UTC,Tree,12,6x6
Jacaranda mimosifolia :: Jacaranda,1998-06-29 00:00:00.000000 UTC,Tree,12,6x6
Jacaranda mimosifolia :: Jacaranda,1994-01-31 00:00:00.000000 UTC,Tree,12,7x7
Ligustrum lucidum :: Glossy Privet,2002-05-09 00:00:00.000000 UTC,Tree,12,6x4
Pyrus calleryana :: Ornamental Pear,1987-11-18 00:00:00.000000 UTC,Tree,12,6x6
Pittosporum undulatum :: Victorian Box,2002-04-25 00:00:00.000000 UTC,Tree,12,6x9
Pittosporum undulatum :: Victorian Box,1984-11-21 00:00:00.000000 UTC,Tree,12,9x5
Magnolia grandiflora :: Southern Magnolia,1998-05-18 00:00:00.000000 UTC,Tree,12,2x9
Magnolia grandiflora :: Southern Magnolia,1994-01-31 00:00:00.000000 UTC,Tree,12,6x9
Arbutus 'Marina' :: Hybrid Strawberry Tree,2000-07-25 00:00:00.000000 UTC,Tree,12,6x6
Metrosideros excelsa :: New Zealand Xmas Tree,1996-11-20 00:00:00.000000 UTC,Tree,12,6x6
Platanus x hispanica :: Sycamore: London Plane,1995-09-09 00:00:00.000000 UTC,Tree,12,6x9
Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,1998-11-18 00:00:00.000000 UTC,Tree,12,5x9
Robinia x ambigua 'Purple Robe' :: Purple Robe Locust,2002-06-21 00:00:00.000000 UTC,Tree,12,4xt
Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1996-11-01 00:00:00.000000 UTC,Tree,12,7x7
Ulmus parvifolia :: Chinese Elm,1996-11-05 00:00:00.000000 UTC,Tree,13,6x7
Pyrus calleryana :: Ornamental Pear,1989-07-29 00:00:00.000000 UTC,Tree,13,6x7
Albizia julibrissin :: Mimosa Silk Tree,1998-02-23 00:00:00.000000 UTC,Tree,13,9x3
Melaleuca ericifolia :: Heath Melaleuca,1998-07-07 00:00:00.000000 UTC,Tree,13,6x8
Arbutus 'Marina' :: Hybrid Strawberry Tree,2000-07-25 00:00:00.000000 UTC,Tree,13,5x9
Melaleuca linariifolia :: Flaxleaf Paperbark,1996-10-29 00:00:00.000000 UTC,Tree,13,6x9
Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1992-10-05 00:00:00.000000 UTC,Tree,13,7x7
Ficus nitida :: Laurel Fig,2001-09-29 00:00:00.000000 UTC,Tree,14,6x6
Melaleuca quinquenervia :: Cajeput,2000-07-13 00:00:00.000000 UTC,Tree,14,6x9
Melaleuca quinquenervia :: Cajeput,1990-08-08 00:00:00.000000 UTC,Tree,14,8x8
Schinus molle :: California Pepper,2002-04-24 00:00:00.000000 UTC,Tree,14,6x5
Tristaniopsis laurina :: Swamp Myrtle,1983-02-12 00:00:00.000000 UTC,Tree,14,4x9
Pittosporum undulatum :: Victorian Box,1983-10-01 00:00:00.000000 UTC,Tree,14,6x6
Corymbia ficifolia :: Red Flowering Gum,1986-12-18 00:00:00.000000 UTC,Tree,14,4x9
Arbutus 'Marina' :: Hybrid Strawberry Tree,2001-03-26 00:00:00.000000 UTC,Tree,14,6x6
Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1991-09-20 00:00:00.000000 UTC,Tree,14,6x9
Lophostemon confertus :: Brisbane Box,1997-07-28 00:00:00.000000 UTC,Tree,15,5x6
Platanus x hispanica :: Sycamore: London Plane,1994-05-16 00:00:00.000000 UTC,Tree,15,6x9
Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1997-07-28 00:00:00.000000 UTC,Tree,15,5x5
Maytenus boaria :: Mayten,1982-12-18 00:00:00.000000 UTC,Tree,16,6x9
Ficus retusa nitida :: Banyan Fig,1990-03-20 00:00:00.000000 UTC,Tree,16,6x6
Lophostemon confertus :: Brisbane Box,1991-09-20 00:00:00.000000 UTC,Tree,16,5x4
Metrosideros excelsa :: New Zealand Xmas Tree,1981-10-10 00:00:00.000000 UTC,Tree,16,6x6
Ligustrum lucidum :: Glossy Privet,1992-11-19 00:00:00.000000 UTC,Tree,18,4x9
Agonis flexuosa :: Peppermint Willow,1998-04-23 00:00:00.000000 UTC,Tree,18,6x7
Corymbia ficifolia :: Red Flowering Gum,1990-07-28 00:00:00.000000 UTC,Tree,18,5x5
Melaleuca styphelliodes :: Paperbark Tree,1989-07-29 00:00:00.000000 UTC,Tree,18,8x6
Arbutus 'Marina' :: Hybrid Strawberry Tree,1995-08-15 00:00:00.000000 UTC,Tree,18,2x2
Agonis flexuosa :: Peppermint Willow,1993-08-07 00:00:00.000000 UTC,Tree,19,6x9
Platanus x hispanica :: Sycamore: London Plane,1995-01-31 00:00:00.000000 UTC,Tree,19,6x4
Eriobotrya deflexa :: Bronze Loquat,1987-12-17 00:00:00.000000 UTC,Tree,20,4x6
Agonis flexuosa :: Peppermint Willow,1986-09-22 00:00:00.000000 UTC,Tree,20,4x6
Pittosporum crassifolium :: Karo Tree,1981-11-21 00:00:00.000000 UTC,Tree,20,3x5
Melaleuca ericifolia :: Heath Melaleuca,1991-12-06 00:00:00.000000 UTC,Tree,20,2x5
Washingtonia robusta :: Mexican Fan Palm,2005-12-25 00:00:00.000000 UTC,Tree,20,5x5
Platanus x hispanica :: Sycamore: London Plane,1987-07-16 00:00:00.000000 UTC,Tree,20,6x9
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1987-07-09 00:00:00.000000 UTC,Tree,20,3x9
Arbutus 'Marina' :: Hybrid Strawberry Tree,1995-03-13 00:00:00.000000 UTC,Tree,24,6x9
Arbutus 'Marina' :: Hybrid Strawberry Tree,1995-03-13 00:00:00.000000 UTC,Tree,24,6x9
Agonis flexuosa :: Peppermint Willow,1996-11-25 00:00:00.000000 UTC,Tree,30,6x6
Rhamnus alaternus :: Italian Buckthorn,2010-04-17 00:00:00.000000 UTC,Tree,3,6x6
Agonis flexuosa 'After Dark' :: Peppermint willow 'After Dark',2005-10-31 00:00:00.000000 UTC,Tree,15,5x9
Podocarpus gracilor :: Fern Pine,2014-11-04 00:00:00.000000 UTC,Tree,3,3X3
Pittosporum crassifolium :: Karo Tree,2000-06-23 00:00:00.000000 UTC,Tree,3,3X3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2015-02-10 00:00:00.000000 UTC,Tree,3,3X3
Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,2000-06-23 00:00:00.000000 UTC,Tree,3,3X3
Tristaniopsis laurina :: Swamp Myrtle,1998-06-12 00:00:00.000000 UTC,Tree,6,3X3
Eriobotrya deflexa :: Bronze Loquat,1989-02-22 00:00:00.000000 UTC,Tree,10,3X3
Lagunaria patersonii :: Primrose Tree,2018-01-19 00:00:00.000000 UTC,Tree,3,3x3
Tristaniopsis laurina :: Swamp Myrtle,2018-01-19 00:00:00.000000 UTC,Tree,3,3x3
Acer rubrum 'Red Sunset' :: Red Swamp Maple,2015-02-19 00:00:00.000000 UTC,Tree,3,3x3
Melaleuca linariifolia :: Flaxleaf Paperbark,1987-04-30 00:00:00.000000 UTC,Tree,27,3x3
Olea europaea :: Olive Tree,2009-07-29 00:00:00.000000 UTC,Tree,0,3x3
Afrocarpus gracilior :: Fern Pine,2009-07-29 00:00:00.000000 UTC,Tree,0,3x3
Cordyline australis :: Dracena Palm,2009-07-29 00:00:00.000000 UTC,Tree,0,3x3
Lophostemon confertus :: Brisbane Box,2012-12-28 00:00:00.000000 UTC,Tree,0,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-29 00:00:00.000000 UTC,Tree,0,3x3
Tristaniopsis laurina :: Swamp Myrtle,2011-01-25 00:00:00.000000 UTC,Tree,0,3x3
Tristaniopsis laurina :: Swamp Myrtle,2011-01-25 00:00:00.000000 UTC,Tree,0,3x3
Melaleuca ericifolia :: Heath Melaleuca,1994-01-05 00:00:00.000000 UTC,Tree,0,3x3
Magnolia grandiflora :: Southern Magnolia,2013-08-01 00:00:00.000000 UTC,Tree,0,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-30 00:00:00.000000 UTC,Tree,0,3x3
Olea europaea 'Fruitless' :: Fruitless Olive,2016-01-22 00:00:00.000000 UTC,Tree,0,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2009-07-29 00:00:00.000000 UTC,Tree,0,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2009-07-29 00:00:00.000000 UTC,Tree,0,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2009-07-30 00:00:00.000000 UTC,Tree,0,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2011-09-02 00:00:00.000000 UTC,Tree,0,3x3
Tree(s) ::,2011-07-27 00:00:00.000000 UTC,Tree,1,3x3
Tree(s) ::,2014-04-18 00:00:00.000000 UTC,Tree,1,3x3
Tristania conferta ::,2016-01-21 00:00:00.000000 UTC,Tree,1,3x3
Olea europaea :: Olive Tree,2009-07-27 00:00:00.000000 UTC,Tree,1,3x3
Olea europaea :: Olive Tree,2011-09-07 00:00:00.000000 UTC,Tree,1,3x3
Juniperus chinensis :: Juniper,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Acer palmatum :: Japanese Maple,2009-07-27 00:00:00.000000 UTC,Tree,1,3x3
Ginkgo biloba :: Maidenhair Tree,2011-09-07 00:00:00.000000 UTC,Tree,1,3x3
Ginkgo biloba :: Maidenhair Tree,2010-12-09 00:00:00.000000 UTC,Tree,1,3x3
Ginkgo biloba :: Maidenhair Tree,2013-01-07 00:00:00.000000 UTC,Tree,1,3x3
Ginkgo biloba :: Maidenhair Tree,2011-08-16 00:00:00.000000 UTC,Tree,1,3x3
Ginkgo biloba :: Maidenhair Tree,2011-08-16 00:00:00.000000 UTC,Tree,1,3x3
Pyrus kawakamii :: Evergreen Pear,2009-07-14 00:00:00.000000 UTC,Tree,1,3x3
Ligustrum lucidum :: Glossy Privet,2009-07-09 00:00:00.000000 UTC,Tree,1,3x3
Melaleuca quinquenervia :: Cajeput,2011-07-28 00:00:00.000000 UTC,Tree,1,3x3
Eriobotrya deflexa :: Bronze Loquat,2011-07-29 00:00:00.000000 UTC,Tree,1,3x3
Eriobotrya deflexa :: Bronze Loquat,2011-07-29 00:00:00.000000 UTC,Tree,1,3x3
Pyrus calleryana :: Ornamental Pear,2011-07-27 00:00:00.000000 UTC,Tree,1,3x3
Lagunaria patersonii :: Primrose Tree,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Lagunaria patersonii :: Primrose Tree,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Lagunaria patersonii :: Primrose Tree,2011-03-01 00:00:00.000000 UTC,Tree,1,3x3
Lagunaria patersonii :: Primrose Tree,2011-07-27 00:00:00.000000 UTC,Tree,1,3x3
Lagunaria patersonii :: Primrose Tree,2011-07-27 00:00:00.000000 UTC,Tree,1,3x3
Lagunaria patersonii :: Primrose Tree,2011-07-27 00:00:00.000000 UTC,Tree,1,3x3
Lagunaria patersonii :: Primrose Tree,2011-03-01 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-27 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2011-03-01 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-28 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-28 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2011-03-01 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2011-03-01 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2011-03-01 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-27 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2011-09-02 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata :: Ornamental Cherry,2011-03-01 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2010-10-28 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2010-10-28 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2011-03-01 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-29 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2011-03-01 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-31 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-29 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-29 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-10-05 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-28 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-28 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2006-08-03 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Magnolia grandiflora :: Southern Magnolia,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Magnolia x soulangiana :: Saucer Magnolia,1989-12-09 00:00:00.000000 UTC,Tree,1,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-29 00:00:00.000000 UTC,Tree,1,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-29 00:00:00.000000 UTC,Tree,1,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2011-07-27 00:00:00.000000 UTC,Tree,1,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2011-09-07 00:00:00.000000 UTC,Tree,1,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2011-09-07 00:00:00.000000 UTC,Tree,1,3x3
Laurus nobilis :: Sweet Bay: Grecian Laurel,2011-07-27 00:00:00.000000 UTC,Tree,1,3x3
Laurus nobilis :: Sweet Bay: Grecian Laurel,2011-07-27 00:00:00.000000 UTC,Tree,1,3x3
Callistemon viminalis :: Weeping Bottlebrush,1998-12-28 00:00:00.000000 UTC,Tree,1,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2010-10-28 00:00:00.000000 UTC,Tree,1,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2011-01-25 00:00:00.000000 UTC,Tree,1,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Metrosideros excelsa :: New Zealand Xmas Tree,2008-07-01 00:00:00.000000 UTC,Tree,1,3x3
Leptospermum scoparium :: New Zealand Tea Tree,2009-07-30 00:00:00.000000 UTC,Tree,1,3x3
Magnolia grandiflora 'Russet' :: Russet Magnolia,2014-04-16 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2011-03-09 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2011-07-28 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2010-10-28 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2011-07-28 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2014-03-11 00:00:00.000000 UTC,Tree,1,3x3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2011-08-29 00:00:00.000000 UTC,Tree,1,3x3
Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2010-10-28 00:00:00.000000 UTC,Tree,1,3x3
Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2010-10-28 00:00:00.000000 UTC,Tree,1,3x3
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2015-01-24 00:00:00.000000 UTC,Tree,1,3x3
Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,2011-03-09 00:00:00.000000 UTC,Tree,1,3x3
Tree(s) ::,2015-12-11 00:00:00.000000 UTC,Tree,2,3x3
Maytenus boaria :: Mayten,2005-12-27 00:00:00.000000 UTC,Tree,2,3x3
Olea europaea :: Olive Tree,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Olea europaea :: Olive Tree,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
Olea europaea :: Olive Tree,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
Olea europaea :: Olive Tree,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Arbutus unedo :: Strawberry Tree,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Ginkgo biloba :: Maidenhair Tree,2011-07-29 00:00:00.000000 UTC,Tree,2,3x3
Podocarpus gracilor :: Fern Pine,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Podocarpus gracilor :: Fern Pine,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Prunus cerasifera :: Cherry Plum,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Prunus cerasifera :: Cherry Plum,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
Prunus cerasifera :: Cherry Plum,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Acer buergeranum :: Trident Maple,2000-06-20 00:00:00.000000 UTC,Tree,2,3x3
Afrocarpus gracilior :: Fern Pine,1995-03-21 00:00:00.000000 UTC,Tree,2,3x3
Ligustrum lucidum :: Glossy Privet,2011-09-02 00:00:00.000000 UTC,Tree,2,3x3
Cordyline australis :: Dracena Palm,2009-07-30 00:00:00.000000 UTC,Tree,2,3x3
Cordyline australis :: Dracena Palm,2009-07-31 00:00:00.000000 UTC,Tree,2,3x3
Cordyline australis :: Dracena Palm,2009-07-31 00:00:00.000000 UTC,Tree,2,3x3
Eriobotrya deflexa :: Bronze Loquat,2011-09-07 00:00:00.000000 UTC,Tree,2,3x3
Eriobotrya deflexa :: Bronze Loquat,2011-09-07 00:00:00.000000 UTC,Tree,2,3x3
Pyrus calleryana :: Ornamental Pear,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Lagunaria patersonii :: Primrose Tree,2011-07-28 00:00:00.000000 UTC,Tree,2,3x3
Lagunaria patersonii :: Primrose Tree,2011-07-28 00:00:00.000000 UTC,Tree,2,3x3
Lagunaria patersonii :: Primrose Tree,2011-07-29 00:00:00.000000 UTC,Tree,2,3x3
Lagunaria patersonii :: Primrose Tree,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Lagunaria patersonii :: Primrose Tree,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
Lagunaria patersonii :: Primrose Tree,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Lagunaria patersonii :: Primrose Tree,2011-01-25 00:00:00.000000 UTC,Tree,2,3x3
Lagunaria patersonii :: Primrose Tree,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Lophostemon confertus :: Brisbane Box,2011-08-29 00:00:00.000000 UTC,Tree,2,3x3
Lophostemon confertus :: Brisbane Box,2016-01-21 00:00:00.000000 UTC,Tree,2,3x3
Pittosporum crassifolium :: Karo Tree,2010-10-27 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-30 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-31 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2011-09-02 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2010-10-28 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2011-08-29 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
Prunus serrulata :: Ornamental Cherry,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2010-10-28 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-30 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-30 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2011-01-25 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2011-01-25 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2009-07-29 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2011-09-07 00:00:00.000000 UTC,Tree,2,3x3
Tristaniopsis laurina :: Swamp Myrtle,2008-07-01 00:00:00.000000 UTC,Tree,2,3x3
Pittosporum undulatum :: Victorian Box,2011-07-29 00:00:00.000000 UTC,Tree,2,3x3
Pittosporum undulatum :: Victorian Box,2011-07-29 00:00:00.000000 UTC,Tree,2,3x3
Crataegus laevigata :: English Hawthorn,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Crataegus laevigata :: English Hawthorn,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Crataegus laevigata :: English Hawthorn,2010-12-28 00:00:00.000000 UTC,Tree,2,3x3
Geijera parviflora :: Australian Willow,2010-10-28 00:00:00.000000 UTC,Tree,2,3x3
Magnolia grandiflora :: Southern Magnolia,2010-10-28 00:00:00.000000 UTC,Tree,2,3x3
Magnolia grandiflora :: Southern Magnolia,2010-10-28 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2001-04-03 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-30 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-27 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-30 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2011-07-27 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2009-07-28 00:00:00.000000 UTC,Tree,2,3x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2011-03-01 00:00:00.000000 UTC,Tree,2,3x3
